date,close,target_return,sentiment_score,dc_trend,dc_event,dc_drawdown,dc_T,dc_TMV,dc_R
2024-12-24,130.44638061523438,-0.00015136390104308894,0.7153333028157551,1.0,1.0,0.0,0.0,0.0,0.011090622638646384
2024-12-26,130.4266357421875,-0.010819243674277335,0.6846666971842448,1.0,0.0,-0.00015136390104310082,1.0,-0.00015136390104310082,-0.00015136390104310082
2024-12-27,129.01551818847656,-0.010555446549154968,0.6033333460489909,1.0,0.0,-0.01096896993239157,2.0,-0.01096896993239157,-0.010819243674277345
2024-12-30,127.65370178222656,-0.004174081179185052,0.5066666920979818,-1.0,1.0,0.0,0.0,0.0,-0.010555446549155008
2024-12-31,127.12086486816406,-0.0013973724380755836,0.509999974568685,-1.0,0.0,0.0,0.0,0.0,-0.004174081179185105
2025-01-02,126.94322967529295,0.012282267433946226,0.4713333129882813,-1.0,0.0,0.0,0.0,0.0,-0.001397372438075621
2025-01-03,128.50238037109375,0.0056058683859421254,0.5913333892822266,-1.0,0.0,0.012282267433946137,1.0,0.012282267433946137,0.012282267433946137
2025-01-06,129.22274780273438,-0.011302150897972707,0.597333272298177,-1.0,0.0,0.01795698859460391,2.0,0.01795698859460391,0.005605868385942131
2025-01-07,127.7622528076172,0.0016993257038342424,0.4786666870117187,-1.0,0.0,0.00645188510186183,3.0,0.00645188510186183,-0.011302150897972695
2025-01-08,127.97936248779295,-0.015421373535120964,0.4866666158040365,-1.0,0.0,0.008162174659887854,4.0,0.008162174659887854,0.0016993257038342448
2025-01-10,126.00574493408205,0.0019578797910486667,0.3639999389648437,-1.0,0.0,0.0,0.0,0.0,-0.015421373535121012
2025-01-13,126.25244903564452,0.0022666566997990856,0.3873332977294922,-1.0,0.0,0.0019578797910486624,1.0,0.0019578797910486624,0.0019578797910486624
2025-01-14,126.5386199951172,0.01809272703484388,0.4193333943684896,-1.0,0.0,0.0042289743321935165,2.0,0.0042289743321935165,0.002266656699799073
2025-01-15,128.8280487060547,-0.0014554283937640022,0.5919999440511068,1.0,1.0,0.0,0.0,0.0,0.01809272703484382
2025-01-16,128.6405487060547,0.009972377961344758,0.5599999745686849,1.0,0.0,-0.0014554283937639725,1.0,-0.0014554283937639725,-0.0014554283937639725
2025-01-17,129.92340087890625,0.009418109472368874,0.6019999821980795,1.0,0.0,0.0,0.0,0.0,0.009972377961344803
2025-01-21,131.14703369140625,0.005492822913064632,0.66266663869222,1.0,0.0,0.0,0.0,0.0,0.009418109472368832
2025-01-22,131.86740112304688,0.005013965417049793,0.6599999745686849,1.0,0.0,0.0,0.0,0.0,0.005492822913064704
2025-01-23,132.52857971191406,-0.003127434763170789,0.6653333028157552,1.0,0.0,0.0,0.0,0.0,0.005013965417049774
2025-01-24,132.11410522460938,-0.016059055950234602,0.6766666412353516,1.0,0.0,-0.003127434763170763,1.0,-0.003127434763170763,-0.003127434763170763
2025-01-27,129.9924774169922,0.009185500916930156,0.4733333587646484,1.0,0.0,-0.019136267063562928,2.0,-0.019136267063562928,-0.016059055950234633
2025-01-28,131.1865234375,-0.004663830163397442,0.5726666768391927,1.0,0.0,-0.010126542345291686,3.0,-0.010126542345291686,0.009185500916930218
2025-01-29,130.57469177246094,0.005214585882557188,0.5626667022705079,1.0,0.0,-0.01474314403504827,4.0,-0.01474314403504827,-0.004663830163397477
2025-01-30,131.25558471679688,-0.005638827216940867,0.6106666564941406,1.0,0.0,-0.009605437543240704,5.0,-0.009605437543240704,0.005214585882557238
